snapshot_id,game_id,game_date,snapshot_created_at,start_time,home_team,away_team,home_win,pipeline_version,snapshot_policy,market_no_vig_home_prob,premarket_model_home_prob,edge_at_prediction_time,odds_source,betting_mode,snapshot_valid,snapshot_invalid_reason,game_status,rating_source,model_source,displayed_home_win_pct,predicted_home_win_pct,manual_no_odds_pred,home_moneyline_odds,away_moneyline_odds,model_edge_home,spread_line,total_line,odds_quality_status,suspicious_odds_reason,bookmaker_quotes_json,market_adjustment_applied,recommendation_status,moneyline_recommendation,spread_recommendation,total_recommendation,home_kelly_fraction,away_kelly_fraction,over_prob,home_cover_prob,away_cover_prob,nrfi_prob,nrfi_recommendation,elo_diff,bt_strength_diff,sp_era_diff,sp_fip_diff,sp_csw_diff,sp_stuff_plus_diff,k_pct_diff,bb_pct_diff,pitcher_rating_diff,bullpen_ip_diff,bullpen_availability_diff,dynamic_park_factor,winrate_diff,timezone_diff,sp_fip_diff_available,sp_csw_diff_available,sp_stuff_plus_diff_available,pitcher_advanced_available,bullpen_context_available,statcast_woba_available,top3_woba_available,weather_available,team_form_available,lineup_context_available,starter_context_available,odds_available,is_day_game,catcher_era_diff,cs_diff,wind_effect,temp_effect,precip_effect,injury_diff,dynamic_pythag_diff,log5_prob,lag30_winrate_diff,lag30_runs_diff,rest_diff,back2back_diff,games_last_3d_diff,games_last_7d_diff,rest_pressure_diff,pitch_movement_diff,avg_bat_speed_diff,odds_change,zone_size,k_rate,elo_momentum_7d,elo_momentum_30d,barrel_pa_diff,hardhit_pa_diff,swing_miss_diff,csw_diff,barrel_bb_pct_diff,sprint_speed_diff,pitch_type_matchup_score,top3_woba_diff,statcast_launch_speed_diff,statcast_barrel_diff,statcast_hard_hit_diff,statcast_woba_diff,platoon_ops_diff
baseline_v2_clean:822896,822896,2026-05-29,2026-05-28T03:30:19Z,2026-05-29T00:05:00Z,Rangers,Astros,0,baseline_v2_clean,first_seen_pregame,0.5802,0.3321,-0.248,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.3569,0.3569,0.3371,1.65,2.28,-0.248,-1.5,7.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-28T03:29:51Z"",""home_moneyline_odds"":1.66,""away_moneyline_odds"":2.28,""home_spread_line"":-1.5,""home_spread_odds"":2.46,""total_line"":7.5,""over_odds"":1.88,""under_odds"":1.94},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-28T03:29:50Z"",""home_moneyline_odds"":1.64,""away_moneyline_odds"":2.3,""home_spread_line"":-1.5,""home_spread_odds"":2.41,""total_line"":7.5,""over_odds"":1.89,""under_odds"":1.93},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-28T03:29:33Z"",""home_moneyline_odds"":1.65,""away_moneyline_odds"":2.25,""home_spread_line"":-1.5,""home_spread_odds"":2.4,""total_line"":7.5,""over_odds"":1.87,""under_odds"":1.95}]",True,PAPER_BET,Astros ML,Astros spread,UNDER,0.0,0.0911,0.3172,0.1606,0.8394,,NO DATA,-48.5357,-0.000187,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0159,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:823378,823378,2026-05-28,2026-05-28T03:30:19Z,2026-05-28T22:40:00Z,Pirates,Cubs,0,baseline_v2_clean,first_seen_pregame,0.6095,0.4849,-0.1246,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.4973,0.4973,0.4899,1.57,2.45,-0.1246,-1.5,7.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-28T03:29:51Z"",""home_moneyline_odds"":1.57,""away_moneyline_odds"":2.46,""home_spread_line"":-1.5,""home_spread_odds"":2.22,""total_line"":7.5,""over_odds"":1.89,""under_odds"":1.93},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-28T03:29:50Z"",""home_moneyline_odds"":1.57,""away_moneyline_odds"":2.44,""home_spread_line"":-1.5,""home_spread_odds"":2.3,""total_line"":7.5,""over_odds"":1.93,""under_odds"":1.88},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-28T03:29:33Z"",""home_moneyline_odds"":1.56,""away_moneyline_odds"":2.45,""home_spread_line"":-1.5,""home_spread_odds"":2.25,""total_line"":7.5,""over_odds"":1.95,""under_odds"":1.87}]",True,PAPER_BET,NO BET,Pirates spread,OVER,0.0,0.0399,0.5514,0.569,0.431,,NO DATA,-21.4393,12.558687,-1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,-0.0179,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:824834,824834,2026-05-28,2026-05-28T03:30:19Z,2026-05-28T22:35:00Z,Orioles,Blue Jays,0,baseline_v2_clean,first_seen_pregame,0.5469,0.3828,-0.1641,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.3992,0.3992,0.3878,1.74,2.1,-0.1641,-1.5,8.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-28T03:29:51Z"",""home_moneyline_odds"":1.79,""away_moneyline_odds"":2.08,""home_spread_line"":-1.5,""home_spread_odds"":2.58,""total_line"":8.5,""over_odds"":1.87,""under_odds"":1.95},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-28T03:29:50Z"",""home_moneyline_odds"":1.74,""away_moneyline_odds"":2.13,""home_spread_line"":-1.5,""home_spread_odds"":2.54,""total_line"":8.5,""over_odds"":1.85,""under_odds"":1.97},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-28T03:29:33Z"",""home_moneyline_odds"":1.74,""away_moneyline_odds"":2.1,""home_spread_line"":-1.5,""home_spread_odds"":2.55,""total_line"":8.5,""over_odds"":1.87,""under_odds"":1.95}]",True,PAPER_BET,Blue Jays ML,Blue Jays spread,OVER,0.0,0.0595,0.684,0.1618,0.8382,,NO DATA,-19.7867,3e-05,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,-0.0179,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:824595,824595,2026-05-28,2026-05-28T03:30:19Z,2026-05-28T18:10:00Z,White Sox,Twins,1,baseline_v2_clean,first_seen_pregame,0.5254,0.5074,-0.018,"DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.5092,0.5092,0.5124,1.825,2.02,-0.018,0.0,7.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-28T03:29:51Z"",""home_moneyline_odds"":1.81,""away_moneyline_odds"":2.06,""home_spread_line"":-1.5,""home_spread_odds"":2.68,""total_line"":7.5,""over_odds"":1.83,""under_odds"":1.98},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-28T03:29:50Z"",""home_moneyline_odds"":1.84,""away_moneyline_odds"":1.98,""home_spread_line"":1.5,""home_spread_odds"":1.51,""total_line"":7.5,""over_odds"":1.87,""under_odds"":1.96}]",True,PAPER_BET,NO BET,NO BET,UNDER,0.0,0.0,0.1846,0.4296,0.4216,,NO DATA,48.9032,0.000237,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0269,0.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:824272,824272,2026-05-28,2026-05-28T03:30:19Z,2026-05-28T17:10:00Z,Tigers,Angels,0,baseline_v2_clean,first_seen_pregame,0.544,0.6893,0.1453,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.6748,0.6748,0.6943,1.76,2.1,0.1453,-1.5,9.0,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-28T03:29:51Z"",""home_moneyline_odds"":1.77,""away_moneyline_odds"":2.1,""home_spread_line"":-1.5,""home_spread_odds"":2.58,""total_line"":9.0,""over_odds"":1.94,""under_odds"":1.88},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-28T03:29:50Z"",""home_moneyline_odds"":1.76,""away_moneyline_odds"":2.1,""home_spread_line"":-1.5,""home_spread_odds"":2.52,""total_line"":9.0,""over_odds"":1.97,""under_odds"":1.85},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-28T03:29:33Z"",""home_moneyline_odds"":1.74,""away_moneyline_odds"":2.1,""home_spread_line"":-1.5,""home_spread_odds"":2.5,""total_line"":9.0,""over_odds"":1.98,""under_odds"":1.85}]",True,PAPER_BET,Tigers ML,NO BET,OVER,0.0617,0.0,0.8144,0.4864,0.5136,,NO DATA,119.6851,12.560345,-4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0179,3.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:824757,824757,2026-05-28,2026-05-28T03:30:19Z,2026-05-28T20:10:00Z,Red Sox,Braves,0,baseline_v2_clean,first_seen_pregame,0.437,0.5444,0.1074,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.5336,0.5336,0.5494,2.19,1.7,0.1074,1.5,7.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-28T03:29:51Z"",""home_moneyline_odds"":2.18,""away_moneyline_odds"":1.72,""home_spread_line"":1.5,""home_spread_odds"":1.66,""total_line"":7.5,""over_odds"":2.0,""under_odds"":1.82},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-28T03:29:50Z"",""home_moneyline_odds"":2.19,""away_moneyline_odds"":1.7,""home_spread_line"":1.5,""home_spread_odds"":1.67,""total_line"":7.0,""over_odds"":1.81,""under_odds"":2.03},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-28T03:29:33Z"",""home_moneyline_odds"":2.2,""away_moneyline_odds"":1.69,""home_spread_line"":1.5,""home_spread_odds"":1.65,""total_line"":7.5,""over_odds"":2.05,""under_odds"":1.77}]",True,PAPER_BET,NO BET,Red Sox spread,UNDER,0.0354,0.0,0.2072,0.6824,0.3176,,NO DATA,70.2546,-0.000377,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,-0.2348,0.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:822894,822894,2026-05-30,2026-05-29T00:46:39Z,2026-05-30T00:05:00Z,Rangers,Royals,1,baseline_v2_clean,first_seen_pregame,0.5366,0.3477,-0.189,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.3666,0.3666,0.3527,1.77,2.05,-0.189,-1.5,8.0,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-29T00:45:45Z"",""home_moneyline_odds"":1.77,""away_moneyline_odds"":2.1,""home_spread_line"":-1.5,""home_spread_odds"":2.64,""total_line"":8.0,""over_odds"":1.95,""under_odds"":1.87},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-29T00:46:06Z"",""home_moneyline_odds"":1.79,""away_moneyline_odds"":2.04,""home_spread_line"":-1.5,""home_spread_odds"":2.63,""total_line"":8.0,""over_odds"":1.98,""under_odds"":1.84},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-29T00:46:03Z"",""home_moneyline_odds"":1.77,""away_moneyline_odds"":2.05,""home_spread_line"":-1.5,""home_spread_odds"":2.65,""total_line"":7.5,""over_odds"":1.85,""under_odds"":1.98}]",True,PAPER_BET,Royals ML,Royals spread,UNDER,0.0,0.025,0.3574,0.1608,0.8392,,NO DATA,-44.873,12.559674,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0617,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:823946,823946,2026-05-30,2026-05-29T00:46:39Z,2026-05-30T02:15:00Z,Dodgers,Phillies,1,baseline_v2_clean,first_seen_pregame,0.5195,0.5187,-0.0008,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.5188,0.5188,0.5237,1.85,2.0,-0.0008,1.5,8.0,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-29T00:45:45Z"",""home_moneyline_odds"":1.85,""away_moneyline_odds"":2.0,""home_spread_line"":1.5,""home_spread_odds"":1.49,""total_line"":8.5,""over_odds"":2.0,""under_odds"":1.82},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-29T00:46:06Z"",""home_moneyline_odds"":1.83,""away_moneyline_odds"":2.0,""home_spread_line"":1.5,""home_spread_odds"":1.52,""total_line"":8.0,""over_odds"":1.85,""under_odds"":1.98},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-29T00:46:03Z"",""home_moneyline_odds"":1.87,""away_moneyline_odds"":1.95,""home_spread_line"":1.5,""home_spread_odds"":1.5,""total_line"":8.0,""over_odds"":1.87,""under_odds"":1.95}]",True,TRACKING_ONLY,NO BET,Dodgers spread,UNDER,0.0,0.0,0.1602,0.6176,0.3824,,NO DATA,69.9386,12.559826,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,-3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:823135,823135,2026-05-30,2026-05-29T00:46:39Z,2026-05-30T02:10:00Z,Mariners,D-backs,1,baseline_v2_clean,first_seen_pregame,0.574,0.6331,0.0591,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.6271,0.6271,0.6381,1.67,2.25,0.0591,-1.5,7.0,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-29T00:45:45Z"",""home_moneyline_odds"":1.63,""away_moneyline_odds"":2.34,""home_spread_line"":-1.5,""home_spread_odds"":2.36,""total_line"":7.5,""over_odds"":2.04,""under_odds"":1.78},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-29T00:46:06Z"",""home_moneyline_odds"":1.67,""away_moneyline_odds"":2.23,""home_spread_line"":-1.5,""home_spread_odds"":2.44,""total_line"":7.0,""over_odds"":1.83,""under_odds"":2.0},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-29T00:46:03Z"",""home_moneyline_odds"":1.67,""away_moneyline_odds"":2.25,""home_spread_line"":-1.5,""home_spread_odds"":2.45,""total_line"":7.0,""over_odds"":1.85,""under_odds"":1.98}]",True,PAPER_BET,Mariners ML,NO BET,NO BET,0.0213,0.0,0.5116,0.4838,0.5162,,NO DATA,94.6195,12.560415,-1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,-0.0724,-1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:825002,825002,2026-05-30,2026-05-29T00:46:39Z,2026-05-30T01:40:00Z,Athletics,Yankees,0,baseline_v2_clean,first_seen_pregame,0.4282,0.302,-0.1263,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.3146,0.3146,0.307,2.23,1.67,-0.1263,1.5,10.0,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-29T00:45:45Z"",""home_moneyline_odds"":2.22,""away_moneyline_odds"":1.69,""home_spread_line"":1.5,""home_spread_odds"":1.75,""total_line"":10.0,""over_odds"":1.95,""under_odds"":1.87},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-29T00:46:06Z"",""home_moneyline_odds"":2.23,""away_moneyline_odds"":1.67,""home_spread_line"":1.5,""home_spread_odds"":1.79,""total_line"":10.0,""over_odds"":1.93,""under_odds"":1.89},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-29T00:46:03Z"",""home_moneyline_odds"":2.25,""away_moneyline_odds"":1.67,""home_spread_line"":1.5,""home_spread_odds"":1.77,""total_line"":10.0,""over_odds"":1.95,""under_odds"":1.87}]",True,PAPER_BET,Yankees ML,Athletics spread,UNDER,0.0,0.025,0.2434,0.6908,0.3092,,NO DATA,-115.5217,6.280329,0.08,0.0,0.0,0.0,0.201717,0.085837,0.0,0.0,0.0,1.0,-0.125,-3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.492,0.0,-0.0714,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:824353,824353,2026-05-30,2026-05-29T00:46:39Z,2026-05-30T00:40:00Z,Rockies,Giants,1,baseline_v2_clean,first_seen_pregame,0.4,0.1636,-0.2364,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.1873,0.1873,0.1686,2.4,1.6,-0.2364,1.5,10.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-29T00:45:45Z"",""home_moneyline_odds"":2.4,""away_moneyline_odds"":1.6,""home_spread_line"":1.5,""home_spread_odds"":1.88,""total_line"":10.5,""over_odds"":1.91,""under_odds"":1.91},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-29T00:46:06Z"",""home_moneyline_odds"":2.41,""away_moneyline_odds"":1.58,""home_spread_line"":1.5,""home_spread_odds"":1.91,""total_line"":10.5,""over_odds"":1.85,""under_odds"":1.98},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-29T00:46:03Z"",""home_moneyline_odds"":2.35,""away_moneyline_odds"":1.61,""home_spread_line"":1.5,""home_spread_odds"":1.91,""total_line"":10.5,""over_odds"":1.87,""under_odds"":1.95}]",True,PAPER_BET,Giants ML,Rockies spread,OVER,0.0,0.025,0.7842,0.615,0.385,,NO DATA,-187.2539,12.560636,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,-0.042,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:824191,824191,2026-05-30,2026-05-29T00:46:39Z,2026-05-30T00:10:00Z,Astros,Brewers,0,baseline_v2_clean,first_seen_pregame,0.4844,0.489,0.0047,FanDuel,paper_trading,True,,Preview,elo,manual,0.4886,0.4886,0.494,1.98,1.86,0.0047,1.5,8.0,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-29T00:45:45Z"",""home_moneyline_odds"":1.98,""away_moneyline_odds"":1.86,""home_spread_line"":1.5,""home_spread_odds"":1.55,""total_line"":8.0,""over_odds"":1.82,""under_odds"":2.0}]",True,TRACKING_ONLY,NO BET,Astros spread,UNDER,0.0,0.0,0.141,0.7304,0.2696,,NO DATA,11.0888,12.56084,-0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.184,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:824594,824594,2026-05-29,2026-05-29T00:46:39Z,2026-05-29T23:40:00Z,White Sox,Tigers,1,baseline_v2_clean,first_seen_pregame,0.474,0.4097,-0.0642,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.4162,0.4162,0.4147,2.02,1.82,-0.0642,1.5,8.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-29T00:45:45Z"",""home_moneyline_odds"":2.06,""away_moneyline_odds"":1.81,""home_spread_line"":1.5,""home_spread_odds"":1.62,""total_line"":8.5,""over_odds"":1.95,""under_odds"":1.87},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-29T00:46:06Z"",""home_moneyline_odds"":2.02,""away_moneyline_odds"":1.82,""home_spread_line"":1.5,""home_spread_odds"":1.61,""total_line"":8.5,""over_odds"":1.98,""under_odds"":1.85},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-29T00:46:03Z"",""home_moneyline_odds"":2.0,""away_moneyline_odds"":1.83,""home_spread_line"":1.5,""home_spread_odds"":1.61,""total_line"":8.5,""over_odds"":1.98,""under_odds"":1.85}]",True,PAPER_BET,Tigers ML,Tigers spread,UNDER,0.0,0.0226,0.412,0.3006,0.6994,,NO DATA,6.427,0.000115,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1319,-1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:823377,823377,2026-05-29,2026-05-29T00:46:39Z,2026-05-29T22:45:00Z,Pirates,Twins,1,baseline_v2_clean,first_seen_pregame,0.5619,0.552,-0.0099,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.553,0.553,0.557,1.7,2.18,-0.0099,-1.5,8.0,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-29T00:45:45Z"",""home_moneyline_odds"":1.75,""away_moneyline_odds"":2.14,""home_spread_line"":-1.5,""home_spread_odds"":2.6,""total_line"":8.5,""over_odds"":2.04,""under_odds"":1.78},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-29T00:46:06Z"",""home_moneyline_odds"":1.7,""away_moneyline_odds"":2.19,""home_spread_line"":-1.5,""home_spread_odds"":2.49,""total_line"":8.0,""over_odds"":1.91,""under_odds"":1.91},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-29T00:46:03Z"",""home_moneyline_odds"":1.69,""away_moneyline_odds"":2.18,""home_spread_line"":null,""home_spread_odds"":null,""total_line"":8.0,""over_odds"":1.91,""under_odds"":1.91}]",True,TRACKING_ONLY,NO BET,Twins spread,UNDER,0.0,0.0,0.3368,0.1528,0.8472,,NO DATA,100.8782,-0.00066,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0442,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:823623,823623,2026-05-29,2026-05-29T00:46:39Z,2026-05-29T23:10:00Z,Mets,Marlins,1,baseline_v2_clean,first_seen_pregame,0.5339,0.3477,-0.1862,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.3663,0.3663,0.3527,1.79,2.05,-0.1862,-1.5,7.0,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-29T00:45:45Z"",""home_moneyline_odds"":1.79,""away_moneyline_odds"":2.08,""home_spread_line"":-1.5,""home_spread_odds"":2.72,""total_line"":7.5,""over_odds"":2.0,""under_odds"":1.82},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-29T00:46:06Z"",""home_moneyline_odds"":1.79,""away_moneyline_odds"":2.04,""home_spread_line"":-1.5,""home_spread_odds"":2.7,""total_line"":7.0,""over_odds"":1.83,""under_odds"":2.0},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-29T00:46:03Z"",""home_moneyline_odds"":1.8,""away_moneyline_odds"":2.05,""home_spread_line"":-1.5,""home_spread_odds"":2.7,""total_line"":7.0,""over_odds"":1.8,""under_odds"":2.05}]",True,PAPER_BET,Marlins ML,Marlins spread,UNDER,0.0,0.025,0.2604,0.2134,0.7866,,NO DATA,-59.0538,12.559542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,-0.0454,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
