snapshot_id,game_id,game_date,snapshot_created_at,start_time,home_team,away_team,home_win,pipeline_version,snapshot_policy,market_no_vig_home_prob,premarket_model_home_prob,edge_at_prediction_time,odds_source,betting_mode,snapshot_valid,snapshot_invalid_reason,game_status,rating_source,model_source,displayed_home_win_pct,predicted_home_win_pct,manual_no_odds_pred,home_moneyline_odds,away_moneyline_odds,model_edge_home,spread_line,total_line,odds_quality_status,suspicious_odds_reason,bookmaker_quotes_json,market_adjustment_applied,recommendation_status,moneyline_recommendation,spread_recommendation,total_recommendation,home_kelly_fraction,away_kelly_fraction,over_prob,home_cover_prob,away_cover_prob,nrfi_prob,nrfi_recommendation,elo_diff,bt_strength_diff,sp_era_diff,sp_fip_diff,sp_csw_diff,sp_stuff_plus_diff,k_pct_diff,bb_pct_diff,pitcher_rating_diff,bullpen_ip_diff,bullpen_availability_diff,dynamic_park_factor,winrate_diff,timezone_diff,sp_fip_diff_available,sp_csw_diff_available,sp_stuff_plus_diff_available,pitcher_advanced_available,bullpen_context_available,statcast_woba_available,top3_woba_available,weather_available,team_form_available,lineup_context_available,starter_context_available,odds_available,is_day_game,catcher_era_diff,cs_diff,wind_effect,temp_effect,precip_effect,injury_diff,dynamic_pythag_diff,log5_prob,lag30_winrate_diff,lag30_runs_diff,rest_diff,back2back_diff,games_last_3d_diff,games_last_7d_diff,rest_pressure_diff,pitch_movement_diff,avg_bat_speed_diff,odds_change,zone_size,k_rate,elo_momentum_7d,elo_momentum_30d,barrel_pa_diff,hardhit_pa_diff,swing_miss_diff,csw_diff,barrel_bb_pct_diff,sprint_speed_diff,pitch_type_matchup_score,top3_woba_diff,statcast_launch_speed_diff,statcast_barrel_diff,statcast_hard_hit_diff,statcast_woba_diff,platoon_ops_diff
baseline_v2_clean:823622,823622,2026-05-30,2026-05-30T01:36:53Z,2026-05-30T20:10:00Z,Mets,Marlins,1,baseline_v2_clean,first_seen_pregame,0.8599,0.3177,-0.5422,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.3719,0.3719,0.3227,1.1,6.75,-0.5422,-1.5,12.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-30T01:36:10Z"",""home_moneyline_odds"":1.1,""away_moneyline_odds"":7.0,""home_spread_line"":-1.5,""home_spread_odds"":1.43,""total_line"":12.5,""over_odds"":1.62,""under_odds"":2.2},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-30T01:36:09Z"",""home_moneyline_odds"":1.12,""away_moneyline_odds"":5.93,""home_spread_line"":-1.5,""home_spread_odds"":1.55,""total_line"":12.5,""over_odds"":1.58,""under_odds"":2.3},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-30T01:36:10Z"",""home_moneyline_odds"":1.1,""away_moneyline_odds"":6.75,""home_spread_line"":-1.5,""home_spread_odds"":1.43,""total_line"":12.5,""over_odds"":1.56,""under_odds"":2.4}]",True,PAPER_BET,Marlins ML,Marlins spread,UNDER,0.0,0.025,0.0254,0.2244,0.7756,,NO DATA,-59.0538,12.559542,2.13,0.0,0.0,0.0,0.0,0.0,-21.3,0.0,0.0,0.95,-0.0454,0.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:823945,823945,2026-05-31,2026-05-30T01:36:53Z,2026-05-31T02:10:00Z,Dodgers,Phillies,0,baseline_v2_clean,first_seen_pregame,0.5209,0.5442,0.0233,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.5419,0.5419,0.5492,1.83,1.99,0.0233,1.5,8.0,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-30T01:36:10Z"",""home_moneyline_odds"":1.86,""away_moneyline_odds"":1.98,""home_spread_line"":1.5,""home_spread_odds"":1.52,""total_line"":8.5,""over_odds"":2.02,""under_odds"":1.81},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-30T01:36:09Z"",""home_moneyline_odds"":1.83,""away_moneyline_odds"":1.99,""home_spread_line"":1.5,""home_spread_odds"":1.52,""total_line"":8.0,""over_odds"":1.89,""under_odds"":1.93},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-30T01:36:10Z"",""home_moneyline_odds"":1.83,""away_moneyline_odds"":2.0,""home_spread_line"":1.5,""home_spread_odds"":1.5,""total_line"":8.0,""over_odds"":1.91,""under_odds"":1.91}]",True,TRACKING_ONLY,NO BET,Dodgers spread,OVER,0.0,0.0,0.6036,0.6452,0.3548,,NO DATA,69.9386,12.559826,0.55,0.0,0.0,0.0,0.0,0.0,-5.5,0.0,0.0,1.0,0.125,-3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:824431,824431,2026-05-30,2026-05-30T01:36:53Z,2026-05-30T20:10:00Z,Guardians,Red Sox,0,baseline_v2_clean,first_seen_pregame,0.8919469928644241,0.6346,-0.2573469928644241,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.6346,0.6346,0.6396,1.06,8.75,-0.2573469928644241,1.5,7.5,SUSPICIOUS,away bookmaker prices disagree materially,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-30T01:24:43Z"",""home_moneyline_odds"":1.09,""away_moneyline_odds"":7.0,""home_spread_line"":null,""home_spread_odds"":null,""total_line"":7.5,""over_odds"":4.7,""under_odds"":1.17},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-30T01:24:43Z"",""home_moneyline_odds"":1.01,""away_moneyline_odds"":14.4,""home_spread_line"":null,""home_spread_odds"":null,""total_line"":7.5,""over_odds"":9.6,""under_odds"":1.04},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-30T01:24:43Z"",""home_moneyline_odds"":1.06,""away_moneyline_odds"":8.75,""home_spread_line"":1.5,""home_spread_odds"":1.01,""total_line"":7.5,""over_odds"":5.75,""under_odds"":1.13}]",False,TRACKING_ONLY,NO BET,NO BET,NO BET,0.0,0.0,,,,,NO DATA,100.7883,12.560525,-1.03,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,1.06,0.1656,0.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:824593,824593,2026-05-30,2026-05-30T01:36:53Z,2026-05-30T18:10:00Z,White Sox,Tigers,1,baseline_v2_clean,first_seen_pregame,0.2984409799554566,0.4793,0.1808590200445434,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.4793,0.4793,0.4843,3.15,1.34,0.1808590200445434,1.5,4.5,SUSPICIOUS,total outside 5.0-14.5,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-30T01:36:10Z"",""home_moneyline_odds"":3.15,""away_moneyline_odds"":1.34,""home_spread_line"":1.5,""home_spread_odds"":1.18,""total_line"":4.5,""over_odds"":1.96,""under_odds"":1.78},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-30T01:36:09Z"",""home_moneyline_odds"":3.37,""away_moneyline_odds"":1.3,""home_spread_line"":1.5,""home_spread_odds"":1.2,""total_line"":3.5,""over_odds"":1.77,""under_odds"":2.0},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-30T01:36:10Z"",""home_moneyline_odds"":2.95,""away_moneyline_odds"":1.4,""home_spread_line"":1.5,""home_spread_odds"":1.16,""total_line"":4.5,""over_odds"":1.91,""under_odds"":1.87}]",False,TRACKING_ONLY,NO BET,NO BET,NO BET,0.0,0.0,,,,,NO DATA,6.427,0.000115,-0.32,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,1.0,0.1319,-1.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:822731,822731,2026-05-30,2026-05-30T01:36:53Z,2026-05-30T20:05:00Z,Nationals,Padres,1,baseline_v2_clean,first_seen_pregame,0.1054,0.3131,0.2077,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.2923,0.2923,0.3181,9.0,1.06,0.2077,1.5,12.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-30T01:36:10Z"",""home_moneyline_odds"":9.0,""away_moneyline_odds"":1.06,""home_spread_line"":1.5,""home_spread_odds"":3.6,""total_line"":12.5,""over_odds"":1.8,""under_odds"":1.94},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-30T01:36:09Z"",""home_moneyline_odds"":8.7,""away_moneyline_odds"":1.04,""home_spread_line"":1.5,""home_spread_odds"":3.63,""total_line"":12.5,""over_odds"":1.83,""under_odds"":1.92},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-30T01:36:10Z"",""home_moneyline_odds"":9.25,""away_moneyline_odds"":1.06,""home_spread_line"":2.5,""home_spread_odds"":1.31,""total_line"":12.5,""over_odds"":1.74,""under_odds"":2.05}]",True,PAPER_BET,Nationals ML,Nationals spread,UNDER,0.025,0.0,0.0378,0.5954,0.4046,,NO DATA,-88.0164,12.559685,0.87,0.0,0.0,0.0,0.0,0.0,-8.7,0.0,0.0,1.0,-0.0549,3.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:822975,822975,2026-05-30,2026-05-30T01:36:53Z,2026-05-30T20:10:00Z,Rays,Angels,0,baseline_v2_clean,first_seen_pregame,0.9711510996858042,0.6539,-0.3172510996858041,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.6539,0.6539,0.6589,1.01,34.0,-0.3172510996858041,-2.5,13.5,SUSPICIOUS,home moneyline below 1.05; away moneyline above 10.00,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-30T01:36:10Z"",""home_moneyline_odds"":null,""away_moneyline_odds"":null,""home_spread_line"":-2.5,""home_spread_odds"":1.07,""total_line"":13.5,""over_odds"":7.3,""under_odds"":1.07},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-30T01:36:09Z"",""home_moneyline_odds"":null,""away_moneyline_odds"":null,""home_spread_line"":-2.5,""home_spread_odds"":1.11,""total_line"":13.5,""over_odds"":6.01,""under_odds"":1.11},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-30T01:36:10Z"",""home_moneyline_odds"":1.01,""away_moneyline_odds"":34.0,""home_spread_line"":-2.5,""home_spread_odds"":1.11,""total_line"":13.5,""over_odds"":6.25,""under_odds"":1.11}]",False,TRACKING_ONLY,NO BET,NO BET,NO BET,0.0,0.0,,,,,NO DATA,98.2221,6.280128,-1.79,0.0,0.0,0.0,0.0,0.0,17.9,0.0,0.0,0.91,0.2555,3.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:824833,824833,2026-05-30,2026-05-30T01:36:53Z,2026-05-30T20:05:00Z,Orioles,Blue Jays,1,baseline_v2_clean,first_seen_pregame,0.2105,0.3782,0.1677,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.3615,0.3615,0.3832,4.5,1.2,0.1677,1.5,11.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-30T01:36:10Z"",""home_moneyline_odds"":4.0,""away_moneyline_odds"":1.23,""home_spread_line"":1.5,""home_spread_odds"":1.01,""total_line"":11.5,""over_odds"":2.98,""under_odds"":1.36},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-30T01:36:09Z"",""home_moneyline_odds"":4.58,""away_moneyline_odds"":1.19,""home_spread_line"":1.5,""home_spread_odds"":1.01,""total_line"":11.5,""over_odds"":3.22,""under_odds"":1.33},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-30T01:36:10Z"",""home_moneyline_odds"":4.5,""away_moneyline_odds"":1.2,""home_spread_line"":1.5,""home_spread_odds"":1.01,""total_line"":11.5,""over_odds"":3.4,""under_odds"":1.31}]",True,PAPER_BET,Orioles ML,NO BET,UNDER,0.025,0.0,0.0534,0.5362,0.4638,,NO DATA,-32.192,3e-05,1.22,0.0,0.0,0.0,0.0,0.0,-12.2,0.0,0.0,1.08,-0.0351,0.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:823375,823375,2026-05-30,2026-05-30T01:36:53Z,2026-05-30T20:05:00Z,Pirates,Twins,1,baseline_v2_clean,first_seen_pregame,0.1883,0.6123,0.424,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.5699,0.5699,0.6173,5.0,1.16,0.424,1.5,9.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-30T01:36:10Z"",""home_moneyline_odds"":5.0,""away_moneyline_odds"":1.16,""home_spread_line"":1.5,""home_spread_odds"":1.24,""total_line"":9.5,""over_odds"":2.04,""under_odds"":1.72},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-30T01:36:09Z"",""home_moneyline_odds"":4.39,""away_moneyline_odds"":1.2,""home_spread_line"":1.5,""home_spread_odds"":1.25,""total_line"":9.5,""over_odds"":1.95,""under_odds"":1.81},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-30T01:36:10Z"",""home_moneyline_odds"":5.5,""away_moneyline_odds"":1.15,""home_spread_line"":1.5,""home_spread_odds"":1.25,""total_line"":9.5,""over_odds"":2.05,""under_odds"":1.74}]",True,PAPER_BET,Pirates ML,Pirates spread,UNDER,0.025,0.0,0.2708,0.7352,0.2648,,NO DATA,100.8782,-0.00066,-0.28,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,1.01,0.0351,1.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:822893,822893,2026-05-30,2026-05-30T01:36:53Z,2026-05-30T20:05:00Z,Rangers,Royals,1,baseline_v2_clean,first_seen_pregame,0.9700044769437396,0.3906,-0.5794044769437396,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.3906,0.3906,0.3956,1.005,32.5,-0.5794044769437396,-5.5,8.5,SUSPICIOUS,home moneyline below 1.05; away moneyline above 10.00; spread abs value above 2.5,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-30T01:36:10Z"",""home_moneyline_odds"":1.0,""away_moneyline_odds"":31.0,""home_spread_line"":-5.5,""home_spread_odds"":1.6,""total_line"":8.5,""over_odds"":1.96,""under_odds"":1.78},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-30T01:36:09Z"",""home_moneyline_odds"":null,""away_moneyline_odds"":null,""home_spread_line"":-5.5,""home_spread_odds"":1.57,""total_line"":8.5,""over_odds"":2.02,""under_odds"":1.75},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-30T01:36:10Z"",""home_moneyline_odds"":1.01,""away_moneyline_odds"":34.0,""home_spread_line"":-5.5,""home_spread_odds"":1.53,""total_line"":8.5,""over_odds"":2.18,""under_odds"":1.65}]",False,TRACKING_ONLY,NO BET,NO BET,NO BET,0.0,0.0,,,,,NO DATA,-44.873,12.559674,0.22,0.0,0.0,0.0,0.0,0.0,-2.2,0.0,0.0,1.05,0.0536,0.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:823053,823053,2026-05-31,2026-05-31T00:01:43Z,2026-05-31T23:20:00Z,Cardinals,Cubs,1,baseline_v2_clean,first_seen_pregame,0.4748010610079576,0.4639,-0.0109010610079576,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.4639,0.4639,0.4689,1.98,1.79,-0.0109010610079576,1.5,4.5,SUSPICIOUS,total outside 5.0-14.5,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-31T00:00:54Z"",""home_moneyline_odds"":1.94,""away_moneyline_odds"":1.83,""home_spread_line"":1.5,""home_spread_odds"":1.43,""total_line"":4.5,""over_odds"":1.63,""under_odds"":2.18},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-31T00:01:12Z"",""home_moneyline_odds"":1.98,""away_moneyline_odds"":1.79,""home_spread_line"":1.5,""home_spread_odds"":1.47,""total_line"":4.5,""over_odds"":1.71,""under_odds"":2.09},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-31T00:01:12Z"",""home_moneyline_odds"":2.1,""away_moneyline_odds"":1.71,""home_spread_line"":1.5,""home_spread_odds"":1.5,""total_line"":5.5,""over_odds"":2.1,""under_odds"":1.69}]",False,TRACKING_ONLY,NO BET,NO BET,NO BET,0.0,0.0,,,,,NO DATA,-40.0145,12.55067,-11.86,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.97,0.011,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:823944,823944,2026-05-31,2026-05-31T00:01:43Z,2026-05-31T20:10:00Z,Dodgers,Phillies,1,baseline_v2_clean,first_seen_pregame,0.5339,0.6207,0.0869,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.612,0.612,0.6257,1.79,2.05,0.0869,-1.5,8.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-31T00:00:54Z"",""home_moneyline_odds"":1.79,""away_moneyline_odds"":2.08,""home_spread_line"":-1.5,""home_spread_odds"":2.68,""total_line"":8.5,""over_odds"":1.95,""under_odds"":1.87},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-31T00:01:12Z"",""home_moneyline_odds"":1.79,""away_moneyline_odds"":2.05,""home_spread_line"":1.5,""home_spread_odds"":1.51,""total_line"":8.5,""over_odds"":1.92,""under_odds"":1.91},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-31T00:01:12Z"",""home_moneyline_odds"":1.8,""away_moneyline_odds"":2.05,""home_spread_line"":-1.5,""home_spread_odds"":2.65,""total_line"":8.5,""over_odds"":1.91,""under_odds"":1.91}]",True,PAPER_BET,Dodgers ML,Dodgers spread,NO BET,0.025,0.0,0.4818,0.6282,0.3718,,NO DATA,69.9386,12.559826,-2.31,0.0,0.0,0.0,0.0,0.0,23.1,0.0,0.0,1.0,0.1404,-3.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:823133,823133,2026-05-31,2026-05-31T00:01:43Z,2026-05-31T20:10:00Z,Mariners,D-backs,1,baseline_v2_clean,first_seen_pregame,0.5802,0.6553,0.0751,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.6477,0.6477,0.6603,1.65,2.28,0.0751,-1.5,7.0,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-31T00:00:54Z"",""home_moneyline_odds"":1.65,""away_moneyline_odds"":2.3,""home_spread_line"":-1.5,""home_spread_odds"":2.4,""total_line"":7.0,""over_odds"":1.98,""under_odds"":1.83},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-31T00:01:12Z"",""home_moneyline_odds"":1.65,""away_moneyline_odds"":2.28,""home_spread_line"":-1.5,""home_spread_odds"":2.44,""total_line"":7.0,""over_odds"":1.99,""under_odds"":1.83},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-31T00:01:12Z"",""home_moneyline_odds"":1.67,""away_moneyline_odds"":2.25,""home_spread_line"":-1.5,""home_spread_odds"":2.45,""total_line"":7.0,""over_odds"":2.0,""under_odds"":1.83}]",True,PAPER_BET,Mariners ML,Mariners spread,NO BET,0.025,0.0,0.4578,0.6556,0.3444,,NO DATA,94.6195,12.560415,-3.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.93,-0.0536,-1.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:825001,825001,2026-05-31,2026-05-31T00:01:43Z,2026-05-31T20:05:00Z,Athletics,Yankees,0,baseline_v2_clean,first_seen_pregame,0.4188,0.2759,-0.1429,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.2901,0.2901,0.2809,2.29,1.65,-0.1429,1.5,9.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-31T00:00:54Z"",""home_moneyline_odds"":2.3,""away_moneyline_odds"":1.65,""home_spread_line"":1.5,""home_spread_odds"":1.87,""total_line"":9.5,""over_odds"":1.87,""under_odds"":1.95},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-31T00:01:12Z"",""home_moneyline_odds"":2.29,""away_moneyline_odds"":1.64,""home_spread_line"":1.5,""home_spread_odds"":1.83,""total_line"":9.5,""over_odds"":1.85,""under_odds"":1.97},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-31T00:01:12Z"",""home_moneyline_odds"":2.25,""away_moneyline_odds"":1.65,""home_spread_line"":1.5,""home_spread_odds"":1.85,""total_line"":9.5,""over_odds"":1.85,""under_odds"":1.98}]",True,PAPER_BET,Yankees ML,Athletics spread,UNDER,0.0,0.025,0.3008,0.5784,0.4216,,NO DATA,-115.5217,6.280329,0.95,0.0,0.0,0.0,0.198312,0.084388,0.0,0.0,0.0,1.0,-0.1404,-3.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.492,0.0,-0.125,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:824354,824354,2026-05-31,2026-05-31T00:01:43Z,2026-05-31T19:10:00Z,Rockies,Giants,0,baseline_v2_clean,first_seen_pregame,0.483,0.1861,-0.2969,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,manual,0.2158,0.2158,0.1911,1.98,1.85,-0.2969,1.5,11.0,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-05-31T00:00:54Z"",""home_moneyline_odds"":1.98,""away_moneyline_odds"":1.86,""home_spread_line"":1.5,""home_spread_odds"":1.62,""total_line"":11.0,""over_odds"":1.91,""under_odds"":1.91},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-05-31T00:01:12Z"",""home_moneyline_odds"":1.99,""away_moneyline_odds"":1.83,""home_spread_line"":1.5,""home_spread_odds"":1.66,""total_line"":11.0,""over_odds"":1.88,""under_odds"":1.95},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-05-31T00:01:12Z"",""home_moneyline_odds"":1.98,""away_moneyline_odds"":1.85,""home_spread_line"":1.5,""home_spread_odds"":1.65,""total_line"":11.0,""over_odds"":1.87,""under_odds"":1.95}]",True,PAPER_BET,Giants ML,Rockies spread,OVER,0.0,0.025,0.6332,0.5566,0.4434,,NO DATA,-187.2539,12.560636,1.25,0.0,0.0,0.0,0.0,0.0,-12.5,0.0,0.0,1.38,-0.0239,1.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
