experiment,fold_id,game_id,game_date,home_team,away_team,research_home_win_probability,outcome
core_plus_shadow_now,1,824023,2026-06-10,Angels,Astros,0.2777411631951846,1
core_plus_shadow_now,1,824105,2026-06-09,Royals,Rangers,0.3440518965167845,1
core_plus_shadow_now,1,824267,2026-06-09,Tigers,Twins,0.6631053871050605,1
core_plus_shadow_now,1,824347,2026-06-10,Rockies,Cubs,0.37450607546042985,1
core_plus_shadow_now,1,824429,2026-06-09,Guardians,Yankees,0.4974671944321958,0
core_plus_shadow_now,1,824591,2026-06-09,White Sox,Braves,0.5951317873644154,1
core_plus_shadow_now,1,824830,2026-06-09,Orioles,Mariners,0.3354757661247564,0
core_plus_shadow_now,1,824999,2026-06-10,Athletics,Brewers,0.5577135995019742,1
core_plus_shadow_now,1,822804,2026-06-10,Blue Jays,Phillies,0.3073395387056063,0
core_plus_shadow_now,1,822970,2026-06-10,Rays,Red Sox,0.48437589518573376,1
core_plus_shadow_now,1,823215,2026-06-10,Giants,Nationals,0.2931968320313935,1
core_plus_shadow_now,1,823287,2026-06-10,Padres,Reds,0.6044337353506992,1
core_plus_shadow_now,1,823372,2026-06-10,Pirates,Dodgers,0.3732709531123812,1
core_plus_shadow_now,1,823618,2026-06-10,Mets,Cardinals,0.7102843295721691,0
core_plus_shadow_now,1,823856,2026-06-10,Marlins,D-backs,0.6307545160432504,1
core_plus_shadow_now,1,824022,2026-06-11,Angels,Astros,0.20862489924883793,1
core_plus_shadow_now,1,824103,2026-06-10,Royals,Rangers,0.34657392732164427,0
core_plus_shadow_now,1,824266,2026-06-10,Tigers,Twins,0.6177893058168917,0
core_plus_shadow_now,1,824348,2026-06-11,Rockies,Cubs,0.2808411875112681,1
core_plus_shadow_now,1,824428,2026-06-10,Guardians,Yankees,0.5215355848289198,0
core_plus_shadow_now,1,824590,2026-06-10,White Sox,Braves,0.6121248438604266,1
core_plus_shadow_now,1,824831,2026-06-10,Orioles,Mariners,0.3375754450909969,1
core_plus_shadow_now,1,824996,2026-06-11,Athletics,Brewers,0.47640186083166836,1
