candidate,fold_id,game_id,game_date,home_team,away_team,research_home_win_probability,outcome
column__premarket_model_home_prob,2,824019,2026-06-14,Angels,Rays,0.4689,1
column__premarket_model_home_prob,2,824100,2026-06-13,Royals,Astros,0.5245,0
column__premarket_model_home_prob,2,824426,2026-06-13,Guardians,Tigers,0.5596,1
column__premarket_model_home_prob,2,824508,2026-06-13,Reds,D-backs,0.3783,1
column__premarket_model_home_prob,2,824587,2026-06-13,White Sox,Dodgers,0.3797,0
column__premarket_model_home_prob,2,824749,2026-06-13,Red Sox,Rangers,0.4869,1
column__premarket_model_home_prob,2,824828,2026-06-13,Orioles,Padres,0.6165,0
column__premarket_model_home_prob,2,824995,2026-06-14,Athletics,Rockies,0.7941,1
column__premarket_model_home_prob,2,822722,2026-06-14,Nationals,Mariners,0.3072,1
column__premarket_model_home_prob,2,822801,2026-06-14,Blue Jays,Yankees,0.3143,0
column__premarket_model_home_prob,2,823212,2026-06-14,Giants,Cubs,0.5294,1
column__premarket_model_home_prob,2,823368,2026-06-14,Pirates,Marlins,0.4061,0
column__premarket_model_home_prob,2,823615,2026-06-14,Mets,Braves,0.4033,1
column__premarket_model_home_prob,2,823693,2026-06-14,Twins,Cardinals,0.2885,1
column__premarket_model_home_prob,2,823777,2026-06-14,Brewers,Phillies,0.3714,1
column__premarket_model_home_prob,2,824021,2026-06-14,Angels,Rays,0.4219,0
column__premarket_model_home_prob,2,824099,2026-06-14,Royals,Astros,0.4387,1
column__premarket_model_home_prob,2,824506,2026-06-14,Reds,D-backs,0.519,0
column__premarket_model_home_prob,2,824586,2026-06-14,White Sox,Dodgers,0.3764,1
column__premarket_model_home_prob,2,824751,2026-06-14,Red Sox,Rangers,0.5597,0
column__premarket_model_home_prob,2,824823,2026-06-14,Orioles,Padres,0.5216,0
column__premarket_model_home_prob,2,824994,2026-06-14,Athletics,Rockies,0.733,0
column__premarket_model_home_prob,2,822724,2026-06-15,Nationals,Royals,0.589,1
column__premarket_model_home_prob,2,822887,2026-06-16,Rangers,Twins,0.6739,0
column__premarket_model_home_prob,2,823046,2026-06-15,Cardinals,Padres,0.5075,1
column__premarket_model_home_prob,2,823452,2026-06-15,Phillies,Marlins,0.6077,1
column__premarket_model_home_prob,2,823938,2026-06-16,Dodgers,Rays,0.6461,1
column__premarket_model_home_prob,2,824181,2026-06-16,Astros,Tigers,0.5244,0
column__premarket_model_home_prob,2,824505,2026-06-15,Reds,Mets,0.3892,1
column__premarket_model_home_prob,2,824666,2026-06-16,Cubs,Rockies,0.7191,1
column__premarket_model_home_prob,2,824993,2026-06-16,Athletics,Pirates,0.6103,1
column__premarket_model_home_prob,2,825071,2026-06-16,D-backs,Angels,0.5014,1
column__premarket_model_home_prob,2,822723,2026-06-16,Nationals,Royals,0.5724,1
column__premarket_model_home_prob,2,822888,2026-06-17,Rangers,Twins,0.6543,0
column__premarket_model_home_prob,2,823045,2026-06-16,Cardinals,Padres,0.5291,1
column__premarket_model_home_prob,2,823128,2026-06-17,Mariners,Orioles,0.5337,1
column__premarket_model_home_prob,2,823451,2026-06-16,Phillies,Marlins,0.5255,1
column__premarket_model_home_prob,2,823535,2026-06-16,Yankees,White Sox,0.6842,1
column__premarket_model_home_prob,2,823775,2026-06-16,Brewers,Guardians,0.4406,1
column__premarket_model_home_prob,2,823939,2026-06-17,Dodgers,Rays,0.7188,1
column__premarket_model_home_prob,2,824182,2026-06-17,Astros,Tigers,0.5577,1
column__premarket_model_home_prob,2,824504,2026-06-16,Reds,Mets,0.4458,1
column__premarket_model_home_prob,2,824667,2026-06-17,Cubs,Rockies,0.6946,0
column__premarket_model_home_prob,2,824750,2026-06-16,Red Sox,Blue Jays,0.511,0
column__premarket_model_home_prob,2,824912,2026-06-16,Braves,Giants,0.6387,0
column__premarket_model_home_prob,2,824991,2026-06-17,Athletics,Pirates,0.5658,0
column__premarket_model_home_prob,2,825070,2026-06-17,D-backs,Angels,0.5539,0
column__premarket_model_home_prob,2,822721,2026-06-17,Nationals,Royals,0.5949,0
column__premarket_model_home_prob,2,823044,2026-06-17,Cardinals,Padres,0.5375,0
column__premarket_model_home_prob,2,823127,2026-06-18,Mariners,Orioles,0.558,0
column__premarket_model_home_prob,2,823450,2026-06-17,Phillies,Marlins,0.5255,0
column__premarket_model_home_prob,2,823536,2026-06-17,Yankees,White Sox,0.7199,1
column__premarket_model_home_prob,2,823774,2026-06-17,Brewers,Guardians,0.4271,1
column__premarket_model_home_prob,3,823940,2026-06-17,Dodgers,Rays,0.786,1
column__premarket_model_home_prob,3,824178,2026-06-17,Astros,Tigers,0.4617,1
column__premarket_model_home_prob,3,824503,2026-06-17,Reds,Mets,0.3498,0
column__premarket_model_home_prob,3,824668,2026-06-18,Cubs,Rockies,0.6244,1
column__premarket_model_home_prob,3,824746,2026-06-17,Red Sox,Blue Jays,0.517,0
column__premarket_model_home_prob,3,824913,2026-06-17,Braves,Giants,0.612,0
column__premarket_model_home_prob,3,824992,2026-06-18,Athletics,Pirates,0.5721,0
column__premarket_model_home_prob,3,825072,2026-06-17,D-backs,Angels,0.5848,1
column__premarket_model_home_prob,3,822889,2026-06-18,Rangers,Twins,0.4971,0
column__premarket_model_home_prob,3,823125,2026-06-18,Mariners,Orioles,0.582,1
column__premarket_model_home_prob,3,823448,2026-06-18,Phillies,Mets,0.6069,0
column__premarket_model_home_prob,3,823533,2026-06-18,Yankees,White Sox,0.7014,0
column__premarket_model_home_prob,3,823772,2026-06-18,Brewers,Guardians,0.5038,0
column__premarket_model_home_prob,3,824098,2026-06-18,Royals,Cardinals,0.4597,1
column__premarket_model_home_prob,3,824748,2026-06-18,Red Sox,Blue Jays,0.435,0
column__premarket_model_home_prob,3,824989,2026-06-19,Athletics,Angels,0.6443,1
column__premarket_model_home_prob,3,822886,2026-06-20,Rangers,Padres,0.4786,1
column__premarket_model_home_prob,3,822966,2026-06-19,Rays,Nationals,0.3887,1
column__premarket_model_home_prob,3,823124,2026-06-20,Mariners,Red Sox,0.6728,0
column__premarket_model_home_prob,3,823534,2026-06-19,Yankees,Reds,0.8712,1
column__premarket_model_home_prob,3,823853,2026-06-19,Marlins,Giants,0.5966,1
column__premarket_model_home_prob,3,823936,2026-06-20,Dodgers,Orioles,0.6848,1
column__premarket_model_home_prob,3,824097,2026-06-20,Royals,Cardinals,0.4156,1
column__premarket_model_home_prob,3,824179,2026-06-20,Astros,Guardians,0.3702,1
column__premarket_model_home_prob,3,824264,2026-06-19,Tigers,White Sox,0.4446,1
column__premarket_model_home_prob,3,824345,2026-06-20,Rockies,Pirates,0.2544,1
column__premarket_model_home_prob,3,824663,2026-06-19,Cubs,Blue Jays,0.3223,1
column__premarket_model_home_prob,3,824910,2026-06-19,Braves,Brewers,0.3957,1
column__premarket_model_home_prob,3,824990,2026-06-20,Athletics,Angels,0.6007,1
column__premarket_model_home_prob,3,825069,2026-06-20,D-backs,Twins,0.56,1
column__premarket_model_home_prob,3,822885,2026-06-20,Rangers,Padres,0.5082,0
column__premarket_model_home_prob,3,822967,2026-06-20,Rays,Nationals,0.4033,0
column__premarket_model_home_prob,3,823126,2026-06-21,Mariners,Red Sox,0.6386,0
column__premarket_model_home_prob,3,823447,2026-06-20,Phillies,Mets,0.6407,1
column__premarket_model_home_prob,3,823532,2026-06-20,Yankees,Reds,0.8147,0
column__premarket_model_home_prob,3,823854,2026-06-20,Marlins,Giants,0.6926,1
column__premarket_model_home_prob,3,823937,2026-06-21,Dodgers,Orioles,0.7103,0
column__premarket_model_home_prob,3,824180,2026-06-20,Astros,Guardians,0.5334,0
column__premarket_model_home_prob,3,824263,2026-06-20,Tigers,White Sox,0.4649,1
column__premarket_model_home_prob,3,824342,2026-06-21,Rockies,Pirates,0.3179,1
column__premarket_model_home_prob,3,824665,2026-06-20,Cubs,Blue Jays,0.3848,0
column__premarket_model_home_prob,3,824909,2026-06-20,Braves,Brewers,0.4955,1
column__premarket_model_home_prob,3,824988,2026-06-21,Athletics,Angels,0.6971,0
column__premarket_model_home_prob,3,825068,2026-06-21,D-backs,Twins,0.4637,0
column__premarket_model_home_prob,3,822883,2026-06-21,Rangers,Padres,0.5038,1
column__premarket_model_home_prob,3,822968,2026-06-21,Rays,Nationals,0.4642,1
column__premarket_model_home_prob,3,823123,2026-06-21,Mariners,Red Sox,0.556,1
column__premarket_model_home_prob,3,823449,2026-06-21,Phillies,Mets,0.6222,1
column__premarket_model_home_prob,3,823531,2026-06-21,Yankees,Reds,0.6428,0
column__premarket_model_home_prob,3,823852,2026-06-21,Marlins,Giants,0.5875,1
column__premarket_model_home_prob,3,823934,2026-06-21,Dodgers,Orioles,0.6057,0
column__premarket_model_home_prob,3,824095,2026-06-21,Royals,Cardinals,0.5666,0
column__premarket_model_home_prob,3,824177,2026-06-21,Astros,Guardians,0.5129,1
column__premarket_model_home_prob,3,824260,2026-06-21,Tigers,White Sox,0.4906,1
column__premarket_model_home_prob,3,824343,2026-06-21,Rockies,Pirates,0.3968,0
column__premarket_model_home_prob,3,824908,2026-06-21,Braves,Brewers,0.5852,0
column__premarket_model_home_prob,3,824987,2026-06-21,Athletics,Angels,0.5977,0
column__premarket_model_home_prob,3,825067,2026-06-21,D-backs,Twins,0.5436,0
column__premarket_model_home_prob,3,822720,2026-06-22,Nationals,Phillies,0.4364,1
column__premarket_model_home_prob,3,822800,2026-06-22,Blue Jays,Astros,0.5362,1
column__premarket_model_home_prob,3,822964,2026-06-22,Rays,Royals,0.5121,0
column__premarket_model_home_prob,3,823040,2026-06-22,Cardinals,D-backs,0.6232,1
column__premarket_model_home_prob,3,823288,2026-06-23,Padres,Braves,0.4666,1
column__premarket_model_home_prob,3,823613,2026-06-22,Mets,Cubs,0.5137,0
column__premarket_model_home_prob,3,823692,2026-06-22,Twins,Dodgers,0.4578,0
column__premarket_model_home_prob,3,823851,2026-06-22,Marlins,Rangers,0.6675,0
column__premarket_model_home_prob,3,824016,2026-06-23,Angels,Orioles,0.4155,0
column__premarket_model_home_prob,3,824261,2026-06-22,Tigers,Yankees,0.3803,1
column__premarket_model_home_prob,3,824344,2026-06-23,Rockies,Red Sox,0.4175,1
column__premarket_model_home_prob,3,824502,2026-06-22,Reds,Brewers,0.4469,0
column__premarket_model_home_prob,3,824585,2026-06-22,White Sox,Guardians,0.4679,1
column__premarket_model_home_prob,3,822718,2026-06-23,Nationals,Phillies,0.3998,0
column__premarket_model_home_prob,3,822799,2026-06-23,Blue Jays,Astros,0.5509,0
column__premarket_model_home_prob,3,822963,2026-06-23,Rays,Royals,0.5053,0
column__premarket_model_home_prob,3,823043,2026-06-23,Cardinals,D-backs,0.5402,0
column__premarket_model_home_prob,3,823210,2026-06-24,Giants,Athletics,0.5236,1
column__premarket_model_home_prob,3,823286,2026-06-24,Padres,Braves,0.4634,1
column__premarket_model_home_prob,3,823365,2026-06-23,Pirates,Mariners,0.4474,0
column__premarket_model_home_prob,3,823614,2026-06-23,Mets,Cubs,0.491,0
column__premarket_model_home_prob,3,823690,2026-06-23,Twins,Dodgers,0.4508,0
column__premarket_model_home_prob,3,823849,2026-06-23,Marlins,Rangers,0.5742,1
column__premarket_model_home_prob,3,824017,2026-06-24,Angels,Orioles,0.3363,1
column__premarket_model_home_prob,3,824262,2026-06-23,Tigers,Yankees,0.4713,0
column__premarket_model_home_prob,3,824340,2026-06-24,Rockies,Red Sox,0.3567,0
column__premarket_model_home_prob,3,824501,2026-06-23,Reds,Brewers,0.4174,0
column__premarket_model_home_prob,3,824584,2026-06-23,White Sox,Guardians,0.4729,1
column__premarket_model_home_prob,3,822719,2026-06-24,Nationals,Phillies,0.4323,0
column__premarket_model_home_prob,3,822798,2026-06-24,Blue Jays,Astros,0.6137,0
column__premarket_model_home_prob,3,822965,2026-06-24,Rays,Royals,0.4544,1
column__premarket_model_home_prob,3,823041,2026-06-24,Cardinals,D-backs,0.5489,0
column__premarket_model_home_prob,3,823208,2026-06-25,Giants,Athletics,0.4883,1
column__premarket_model_home_prob,4,823284,2026-06-25,Padres,Braves,0.4799,1
column__premarket_model_home_prob,4,823367,2026-06-24,Pirates,Mariners,0.4779,1
column__premarket_model_home_prob,4,823611,2026-06-24,Mets,Cubs,0.5215,0
column__premarket_model_home_prob,4,823691,2026-06-24,Twins,Dodgers,0.384,0
column__premarket_model_home_prob,4,823850,2026-06-24,Marlins,Rangers,0.6076,1
column__premarket_model_home_prob,4,824018,2026-06-24,Angels,Orioles,0.4952,1
column__premarket_model_home_prob,4,824259,2026-06-24,Tigers,Yankees,0.4591,0
column__premarket_model_home_prob,4,824341,2026-06-24,Rockies,Red Sox,0.4214,1
column__premarket_model_home_prob,4,824500,2026-06-24,Reds,Brewers,0.4045,0
column__premarket_model_home_prob,4,824583,2026-06-24,White Sox,Guardians,0.5502,0
column__premarket_model_home_prob,4,822717,2026-06-25,Nationals,Phillies,0.3606,0
column__premarket_model_home_prob,4,822797,2026-06-25,Blue Jays,Rangers,0.5874,0
column__premarket_model_home_prob,4,822961,2026-06-25,Rays,Royals,0.4646,1
column__premarket_model_home_prob,4,823209,2026-06-25,Giants,Athletics,0.5598,0
column__premarket_model_home_prob,4,823366,2026-06-25,Pirates,Mariners,0.449,1
column__premarket_model_home_prob,4,823612,2026-06-25,Mets,Cubs,0.4928,0
column__premarket_model_home_prob,4,824258,2026-06-25,Tigers,Astros,0.5003,0
column__premarket_model_home_prob,4,824747,2026-06-25,Red Sox,Yankees,0.358,1
column__premarket_model_home_prob,4,822796,2026-06-26,Blue Jays,Rangers,0.5739,0
column__premarket_model_home_prob,4,822962,2026-06-26,Rays,D-backs,0.5183,1
column__premarket_model_home_prob,4,823039,2026-06-27,Cardinals,Marlins,0.3736,0
column__premarket_model_home_prob,4,823206,2026-06-27,Giants,Braves,0.4843,0
column__premarket_model_home_prob,4,823285,2026-06-27,Padres,Dodgers,0.449,1
column__premarket_model_home_prob,4,823363,2026-06-26,Pirates,Reds,0.5797,0
column__premarket_model_home_prob,4,823610,2026-06-26,Mets,Phillies,0.3567,0
column__premarket_model_home_prob,4,823688,2026-06-27,Twins,Rockies,0.5497,1
column__premarket_model_home_prob,4,823773,2026-06-26,Brewers,Cubs,0.6078,1
column__premarket_model_home_prob,4,824014,2026-06-27,Angels,Athletics,0.5271,0
column__premarket_model_home_prob,4,824255,2026-06-26,Tigers,Astros,0.4589,1
column__premarket_model_home_prob,4,824423,2026-06-26,Guardians,Mariners,0.5457,0
column__premarket_model_home_prob,4,824582,2026-06-26,White Sox,Royals,0.5457,1
column__premarket_model_home_prob,4,824743,2026-06-26,Red Sox,Yankees,0.3929,1
column__premarket_model_home_prob,4,824824,2026-06-26,Orioles,Nationals,0.5204,1
column__premarket_model_home_prob,4,822794,2026-06-27,Blue Jays,Rangers,0.5821,0
column__premarket_model_home_prob,4,822960,2026-06-27,Rays,D-backs,0.4516,1
column__premarket_model_home_prob,4,823038,2026-06-27,Cardinals,Marlins,0.3939,0
column__premarket_model_home_prob,4,823207,2026-06-28,Giants,Braves,0.4842,1
column__premarket_model_home_prob,4,823283,2026-06-28,Padres,Dodgers,0.4153,0
column__premarket_model_home_prob,4,823364,2026-06-27,Pirates,Reds,0.5379,0
column__premarket_model_home_prob,4,823609,2026-06-27,Mets,Phillies,0.3336,1
column__premarket_model_home_prob,4,823689,2026-06-27,Twins,Rockies,0.5654,0
column__premarket_model_home_prob,4,823770,2026-06-27,Brewers,Cubs,0.5834,0
column__premarket_model_home_prob,4,824015,2026-06-28,Angels,Athletics,0.5417,1
column__premarket_model_home_prob,4,824257,2026-06-27,Tigers,Astros,0.4423,0
column__premarket_model_home_prob,4,824421,2026-06-27,Guardians,Mariners,0.5094,1
column__premarket_model_home_prob,4,824581,2026-06-27,White Sox,Royals,0.543,1
column__premarket_model_home_prob,4,824745,2026-06-27,Red Sox,Yankees,0.4261,1
column__premarket_model_home_prob,4,824825,2026-06-27,Orioles,Nationals,0.5717,0
column__premarket_model_home_prob,4,822795,2026-06-28,Blue Jays,Rangers,0.4229,0
column__premarket_model_home_prob,4,822959,2026-06-28,Rays,D-backs,0.5769,1
column__premarket_model_home_prob,4,823037,2026-06-28,Cardinals,Marlins,0.4038,1
column__premarket_model_home_prob,4,823204,2026-06-28,Giants,Braves,0.4533,1
column__premarket_model_home_prob,4,823281,2026-06-28,Padres,Dodgers,0.5184,0
column__premarket_model_home_prob,4,823362,2026-06-28,Pirates,Reds,0.5072,1
column__premarket_model_home_prob,4,823608,2026-06-28,Mets,Phillies,0.4028,0
column__premarket_model_home_prob,4,823686,2026-06-28,Twins,Rockies,0.5661,1
column__premarket_model_home_prob,4,823769,2026-06-28,Brewers,Cubs,0.6127,0
column__premarket_model_home_prob,4,824011,2026-06-28,Angels,Athletics,0.4739,1
column__premarket_model_home_prob,4,824256,2026-06-28,Tigers,Astros,0.4087,0
column__premarket_model_home_prob,4,824422,2026-06-28,Guardians,Mariners,0.4927,1
column__premarket_model_home_prob,4,824580,2026-06-28,White Sox,Royals,0.617,0
column__premarket_model_home_prob,4,824744,2026-06-28,Red Sox,Yankees,0.498,1
column__premarket_model_home_prob,4,824821,2026-06-28,Orioles,Nationals,0.6149,0
column__premarket_model_home_prob,4,822792,2026-06-29,Blue Jays,Mets,0.526,1
column__premarket_model_home_prob,4,823121,2026-06-30,Mariners,Angels,0.5171,1
column__premarket_model_home_prob,4,823444,2026-06-29,Phillies,Pirates,0.5798,0
column__premarket_model_home_prob,4,823529,2026-06-29,Yankees,Tigers,0.5591,0
column__premarket_model_home_prob,4,823771,2026-06-29,Brewers,Reds,0.5815,1
column__premarket_model_home_prob,4,824176,2026-06-30,Astros,Twins,0.5926,0
column__premarket_model_home_prob,4,824339,2026-06-30,Rockies,Marlins,0.3492,0
column__premarket_model_home_prob,4,824420,2026-06-29,Guardians,Rangers,0.4718,0
column__premarket_model_home_prob,4,824662,2026-06-30,Cubs,Padres,0.5253,1
column__premarket_model_home_prob,4,824741,2026-06-29,Red Sox,Nationals,0.5559,1
column__premarket_model_home_prob,4,824822,2026-06-29,Orioles,White Sox,0.4615,0
column__premarket_model_home_prob,4,824986,2026-06-30,Athletics,Dodgers,0.3795,0
column__premarket_model_home_prob,4,825065,2026-06-30,D-backs,Giants,0.4648,1
column__premarket_model_home_prob,4,822793,2026-06-30,Blue Jays,Mets,0.5119,0
column__premarket_model_home_prob,4,823122,2026-07-01,Mariners,Angels,0.4812,1
column__premarket_model_home_prob,4,823445,2026-06-30,Phillies,Pirates,0.5812,1
column__premarket_model_home_prob,4,823528,2026-06-30,Yankees,Tigers,0.5358,0
column__premarket_model_home_prob,4,823768,2026-06-30,Brewers,Reds,0.5576,1
column__premarket_model_home_prob,4,824096,2026-06-30,Royals,Rays,0.4365,0
column__premarket_model_home_prob,4,824175,2026-07-01,Astros,Twins,0.4975,1
column__premarket_model_home_prob,4,824338,2026-07-01,Rockies,Marlins,0.3139,0
column__premarket_model_home_prob,4,824418,2026-06-30,Guardians,Rangers,0.4259,0
column__premarket_model_home_prob,4,824661,2026-07-01,Cubs,Padres,0.5014,1
column__premarket_model_home_prob,4,824742,2026-06-30,Red Sox,Nationals,0.551,0
column__premarket_model_home_prob,4,824819,2026-06-30,Orioles,White Sox,0.4155,0
column__premarket_model_home_prob,4,824907,2026-06-30,Braves,Cardinals,0.498,0
column__premarket_model_home_prob,4,824984,2026-07-01,Athletics,Dodgers,0.3133,0
column__premarket_model_home_prob,4,825066,2026-07-01,D-backs,Giants,0.4444,1
logistic_core_c0.02_plain,1,823701,2026-06-03,Twins,White Sox,0.5523258465555471,0
logistic_core_c0.02_plain,1,823780,2026-06-03,Brewers,Giants,0.5543744885814953,0
logistic_core_c0.02_plain,1,824024,2026-06-04,Angels,Rockies,0.5315549713275273,1
logistic_core_c0.02_plain,1,824188,2026-06-04,Astros,Pirates,0.5362131980156247,1
logistic_core_c0.02_plain,1,824509,2026-06-03,Reds,Royals,0.558599495786068,0
logistic_core_c0.02_plain,1,824671,2026-06-04,Cubs,Athletics,0.5027379477383142,0
logistic_core_c0.02_plain,1,824755,2026-06-03,Red Sox,Orioles,0.5692373014930071,1
logistic_core_c0.02_plain,1,824917,2026-06-03,Braves,Blue Jays,0.5273029099941596,1
logistic_core_c0.02_plain,1,825077,2026-06-04,D-backs,Dodgers,0.43235087255982874,0
logistic_core_c0.02_plain,1,823457,2026-06-04,Phillies,Padres,0.6022335250461284,1
logistic_core_c0.02_plain,1,823542,2026-06-04,Yankees,Guardians,0.5412975634886328,1
logistic_core_c0.02_plain,1,823698,2026-06-04,Twins,Royals,0.5472593205728533,0
logistic_core_c0.02_plain,1,823779,2026-06-04,Brewers,Giants,0.5708436096286966,0
logistic_core_c0.02_plain,1,824185,2026-06-05,Astros,Pirates,0.5728124168656838,0
logistic_core_c0.02_plain,1,824672,2026-06-05,Cubs,Athletics,0.49631280619272916,1
logistic_core_c0.02_plain,1,824753,2026-06-04,Red Sox,Orioles,0.5610238232644709,0
logistic_core_c0.02_plain,1,824919,2026-06-04,Braves,Blue Jays,0.5397933901978761,0
logistic_core_c0.02_plain,1,825076,2026-06-05,D-backs,Dodgers,0.44969780975629975,1
logistic_core_c0.02_plain,1,822810,2026-06-05,Blue Jays,Orioles,0.5548648246714245,0
logistic_core_c0.02_plain,1,822892,2026-06-06,Rangers,Guardians,0.481522672992494,1
logistic_core_c0.02_plain,1,823049,2026-06-06,Cardinals,Reds,0.5661036971233361,1
logistic_core_c0.02_plain,1,823293,2026-06-06,Padres,Mets,0.47761535023763,0
logistic_core_c0.02_plain,1,823455,2026-06-05,Phillies,White Sox,0.5431258581002033,1
logistic_core_c0.02_plain,1,823538,2026-06-05,Yankees,Red Sox,0.5934889410109994,0
logistic_core_c0.02_plain,1,823699,2026-06-06,Twins,Royals,0.5455586138022313,1
logistic_core_c0.02_plain,1,823860,2026-06-05,Marlins,Rays,0.4959779780045231,0
logistic_core_c0.02_plain,1,823943,2026-06-06,Dodgers,Angels,0.6517829051398656,1
logistic_core_c0.02_plain,1,824186,2026-06-06,Astros,Athletics,0.5617149244955791,1
logistic_core_c0.02_plain,1,824271,2026-06-05,Tigers,Mariners,0.5130459098460658,1
logistic_core_c0.02_plain,1,824350,2026-06-06,Rockies,Brewers,0.5383256744897809,0
logistic_core_c0.02_plain,1,824673,2026-06-05,Cubs,Giants,0.5485859205933311,0
logistic_core_c0.02_plain,1,824914,2026-06-05,Braves,Pirates,0.5068460674992881,1
logistic_core_c0.02_plain,1,825073,2026-06-06,D-backs,Nationals,0.4869048644270091,0
logistic_core_c0.02_plain,1,822808,2026-06-06,Blue Jays,Orioles,0.5366060426427051,1
logistic_core_c0.02_plain,1,822891,2026-06-06,Rangers,Guardians,0.5012617901322144,0
logistic_core_c0.02_plain,1,823048,2026-06-06,Cardinals,Reds,0.568302441460659,1
logistic_core_c0.02_plain,1,823292,2026-06-07,Padres,Mets,0.449594634955084,1
logistic_core_c0.02_plain,1,823454,2026-06-06,Phillies,White Sox,0.531938053069703,0
logistic_core_c0.02_plain,1,823697,2026-06-06,Twins,Royals,0.5751908188649812,0
logistic_core_c0.02_plain,1,823859,2026-06-06,Marlins,Rays,0.5163558863922495,1
logistic_core_c0.02_plain,1,823942,2026-06-07,Dodgers,Angels,0.6699269373208298,1
logistic_core_c0.02_plain,1,824184,2026-06-06,Astros,Athletics,0.5536133141340371,1
logistic_core_c0.02_plain,1,824269,2026-06-06,Tigers,Mariners,0.517236058993195,0
logistic_core_c0.02_plain,1,824351,2026-06-07,Rockies,Brewers,0.5071245402830213,0
logistic_core_c0.02_plain,1,824669,2026-06-06,Cubs,Giants,0.5607349789987915,1
logistic_core_c0.02_plain,1,824915,2026-06-06,Braves,Pirates,0.4955407257325078,1
logistic_core_c0.02_plain,1,825075,2026-06-06,D-backs,Nationals,0.5052688150325263,0
logistic_core_c0.02_plain,1,822807,2026-06-07,Blue Jays,Orioles,0.5651920743499754,1
logistic_core_c0.02_plain,1,822890,2026-06-07,Rangers,Guardians,0.49103547493053806,1
logistic_core_c0.02_plain,1,823047,2026-06-07,Cardinals,Reds,0.5796282671291342,1
logistic_core_c0.02_plain,1,823291,2026-06-07,Padres,Mets,0.487525318718016,0
logistic_core_c0.02_plain,1,823453,2026-06-07,Phillies,White Sox,0.605919390401625,1
logistic_core_c0.02_plain,1,823537,2026-06-07,Yankees,Red Sox,0.598764885720684,1
logistic_core_c0.02_plain,1,823696,2026-06-07,Twins,Royals,0.5412289249986191,0
logistic_core_c0.02_plain,1,823857,2026-06-07,Marlins,Rays,0.5425255942702081,1
logistic_core_c0.02_plain,1,823941,2026-06-07,Dodgers,Angels,0.6397860007127487,0
logistic_core_c0.02_plain,1,824183,2026-06-07,Astros,Athletics,0.5438807160697848,0
logistic_core_c0.02_plain,1,824268,2026-06-07,Tigers,Mariners,0.5158025306946619,1
logistic_core_c0.02_plain,1,824349,2026-06-07,Rockies,Brewers,0.4858425965075669,0
logistic_core_c0.02_plain,1,824670,2026-06-08,Cubs,Giants,0.5568465190596683,0
logistic_core_c0.02_plain,1,824916,2026-06-07,Braves,Pirates,0.5207360737420925,1
logistic_core_c0.02_plain,1,825074,2026-06-07,D-backs,Nationals,0.4858095794001645,1
logistic_core_c0.02_plain,1,822806,2026-06-08,Blue Jays,Phillies,0.4993768891882046,0
logistic_core_c0.02_plain,1,822972,2026-06-08,Rays,Red Sox,0.49663309853315907,1
logistic_core_c0.02_plain,1,823218,2026-06-09,Giants,Nationals,0.4929599195600757,0
logistic_core_c0.02_plain,1,823289,2026-06-09,Padres,Reds,0.5095350793873882,1
logistic_core_c0.02_plain,1,824025,2026-06-09,Angels,Astros,0.3876646529934895,0
logistic_core_c0.02_plain,1,824427,2026-06-08,Guardians,Yankees,0.5460681526714706,0
logistic_core_c0.02_plain,1,824829,2026-06-08,Orioles,Mariners,0.49238640367562936,0
logistic_core_c0.02_plain,1,824998,2026-06-09,Athletics,Brewers,0.5370779406223641,0
logistic_core_c0.02_plain,1,822805,2026-06-09,Blue Jays,Phillies,0.5124812415368281,1
logistic_core_c0.02_plain,1,822969,2026-06-09,Rays,Red Sox,0.5110709469599507,1
logistic_core_c0.02_plain,1,823214,2026-06-10,Giants,Nationals,0.4677141376303867,0
logistic_core_c0.02_plain,1,823290,2026-06-10,Padres,Reds,0.49230786866878173,0
logistic_core_c0.02_plain,1,823374,2026-06-09,Pirates,Dodgers,0.5491915487083134,0
logistic_core_c0.02_plain,1,823620,2026-06-09,Mets,Cardinals,0.5577610661392965,0
logistic_core_c0.02_plain,1,823858,2026-06-09,Marlins,D-backs,0.581605970403334,1
logistic_core_c0.02_plain,1,824023,2026-06-10,Angels,Astros,0.436318132675029,1
logistic_core_c0.02_plain,1,824105,2026-06-09,Royals,Rangers,0.4897891977972892,1
logistic_core_c0.02_plain,1,824267,2026-06-09,Tigers,Twins,0.5843673813287403,1
logistic_core_c0.02_plain,1,824347,2026-06-10,Rockies,Cubs,0.5402853637305692,1
logistic_core_c0.02_plain,1,824429,2026-06-09,Guardians,Yankees,0.5245191925374947,0
logistic_core_c0.02_plain,1,824591,2026-06-09,White Sox,Braves,0.5330457369649548,1
logistic_core_c0.02_plain,1,824830,2026-06-09,Orioles,Mariners,0.4810297044825561,0
logistic_core_c0.02_plain,1,824999,2026-06-10,Athletics,Brewers,0.5719322314117896,1
logistic_core_c0.02_plain,1,822804,2026-06-10,Blue Jays,Phillies,0.4730489892677117,0
logistic_core_c0.02_plain,1,822970,2026-06-10,Rays,Red Sox,0.5296359122489981,1
logistic_core_c0.02_plain,1,823215,2026-06-10,Giants,Nationals,0.4670966067246565,1
logistic_core_c0.02_plain,1,823287,2026-06-10,Padres,Reds,0.538916317239033,1
logistic_core_c0.02_plain,1,823372,2026-06-10,Pirates,Dodgers,0.4978541467381234,1
